Disease ID,Disorder name,Gene symbols,OMIM ID,Chromosome,Class
493,"Epidermolysis bullosa simplex with mottled pigmentation, 131960 (3)",KRT5,148040,12q13,Dermatological
494,"Epidermolytic hyperkeratosis, 113800 (3)",KRT10,148080,17q21-q22,Dermatological
494,"Epidermolytic hyperkeratosis, 113800 (3)",KRT1,139350,12q13,Dermatological
494,"Epidermolytic palmoplantar keratoderma, 144200 (3)","KRT9, EPPK",607606,17q12-q21,Dermatological
495,"Epilepsy, benign, neonatal, type 1, 121200 (3)","KCNQ2, EBN1",602235,20q13.3,Neurological
495,"Epilepsy, benign neonatal, type 2, 121201 (3)","KCNQ3, EBN2, BFNC2",602232,8q24,Neurological
495,"Epilepsy, childhood absence, 607681 (3)","GABRG2, GEFSP3, CAE2, ECA2",137164,5q31.1-q33.1,Neurological
495,"Epilepsy, childhood absence, 607682 (3)","CLCN2, EGMA, ECA3, EGI3",600570,3q26-qter,Neurological
495,"Epilepsy, childhood absence, evolving to juvenile myoclonic epilepsy (3)","JRK, JH8",603210,8q24,Neurological
495,"Epilepsy, generalized idiopathic, 600669 (3)","CACNB4, EJM",601949,2q22-q23,Neurological
495,"Epilepsy, generalized, with febrile seizures plus, 604233 (3)","GABRG2, GEFSP3, CAE2, ECA2",137164,5q31.1-q33.1,Neurological
495,"Epilepsy, generalized, with febrile seizures plus, type 2, 604233 (3)","SCN1A, GEFSP2, SMEI",182389,2q24,Neurological
495,"Epilepsy, idopathic generalized, susceptibility to, 600669 (3)",ME2,154270,18q21,Neurological
495,"Epilepsy, juvenile absence, 607631 (3)","CLCN2, EGMA, ECA3, EGI3",600570,3q26-qter,Neurological
495,"Epilepsy, juvenile myoclonic, 606904 (3)","CACNB4, EJM",601949,2q22-q23,Neurological
495,"Epilepsy, juvenile myoclonic, 606904 (3)","CLCN2, EGMA, ECA3, EGI3",600570,3q26-qter,Neurological
495,"Epilepsy, juvenile myoclonic, 606904 (3)","GABRA1, EJM",137160,5q34-q35,Neurological
495,"Epilepsy, myoclonic, Lafora type, 254780 (3)","EPM2A, MELF, EPM2",607566,6q24,Neurological
495,"Epilepsy, myoclonic, Lafora type, 254780 (3)","NHLRC1, EPM2A, EPM2B",608072,6p22.3,Neurological
495,"Epilepsy, neonatal myoclonic, with suppression-burst pattern, 609304 (3)","SLC25A22, GC1",609302,11p15.5,Neurological
495,"Epilepsy, nocturnal frontal lobe, 1, 600513 (3)","CHRNA4, ENFL1",118504,20q13.2-q13.3,Neurological
495,"Epilepsy, nocturnal frontal lobe, 3, 605375 (3)","CHRNB2, EFNL3",118507,1q21,Neurological
495,"Epilepsy, partial, with auditory features, 600512 (3)","LGI1, EPT, ETL1",604619,10q24,Neurological
495,"Epilepsy, progressive myoclonic 1, 254800 (3)","CSTB, STFB, EPM1",601145,21q22.3,Neurological
495,"Epilepsy, progressive myoclonic 2B, 254780 (3)","NHLRC1, EPM2A, EPM2B",608072,6p22.3,Neurological
495,"Epilepsy, severe myoclonic, of infancy, 607208 (3)","SCN1A, GEFSP2, SMEI",182389,2q24,Neurological
495,"Epilepsy with grand mal seizures on awakening, 607628 (3)","CLCN2, EGMA, ECA3, EGI3",600570,3q26-qter,Neurological
495,"Epilepsy, X-linked, with variable learning disabilities and behavior disorders, 300491 (3)",SYN1,313440,Xp11.4-p11.2,Neurological
496,"Epiphyseal dysplasia, multiple 1, 132400 (3)","COMP, EDM1, MED, PSACH",600310,19p13.1,Bone
496,"Epiphyseal dysplasia, multiple, 226900 (3)","SLC26A2, DTD, DTDST, D5S1708,
EDM4",606718,5q32-q33.1,Bone
496,"Epiphyseal dysplasia, multiple, 3, 600969 (3)","COL9A3, EDM3, IDD",120270,20q13.3,Bone
496,"Epiphyseal dysplasia, multiple, 5, 607078 (3)","MATN3, EDM5, HOA",602109,2p24-p23,Bone
496,"Epiphyseal dysplasia, multiple, COL9A1-related (3)","COL9A1, MED",120210,6q13,Bone
496,"Epiphyseal dysplasia, multiple, type 2, 600204 (3)","COL9A2, EDM2",120260,1p33-p32.2,Bone
496,"Epiphyseal dysplasia, multiple, with myopathy (3)","COL9A3, EDM3, IDD",120270,20q13.3,Bone
497,"Episodic ataxia/myokymia syndrome, 160120 (3)","KCNA1, AEMK, EA1",176260,12p13,Neurological
497,"Episodic ataxia, type 2, 108500 (3)","CACNA1A, CACNL1A4, SCA6",601011,19p13,Neurological
498,"Epithelial ovarian cancer, somatic, 604370 (3)",OPCML,600632,11q25,Cancer
500,"Epstein syndrome, 153650 (3)","MYH9, MHA, FTNS, DFNA17",160775,22q11.2,Hematological
502,"Erythermalgia, primary, 133020 (3)","SCN9A, NENA, PN1",603415,2q24,Neurological
504,"Erythremias, alpha- (3)",HBA1,141800,16pter-p13.3,Hematological
504,"Erythremias, beta- (3)",HBB,141900,11p15.5,Hematological
505,Erythrocytosis (3),HBA2,141850,16pter-p13.3,Hematological
505,"Erythrocytosis, familial, 133100 (3)",EPOR,133171,19p13.3-p13.2,Hematological
507,"Erythrokeratoderma, progressive symmetric, 602036 (3)",LOR,152445,1q21,Dermatological
507,"Erythrokeratodermia variabilis, 133200 (3)","GJB3, CX31, DFNA2",603324,1p35.1,Dermatological
507,"Erythrokeratodermia variabilis with erythema gyratum repens, 133200 (3)","GJB4, CX30.3",605425,1p35.1,Dermatological
508,"Esophageal cancer, 133239 (3)","TGFBR2, HNPCC6",190182,3p22,Cancer
508,"Esophageal carcinoma, somatic, 133239 (3)",RNF6,604242,13q12.11,Cancer
508,"Esophageal squamous cell carcinoma, 133239 (3)","LZTS1, F37, FEZ1",606551,8p22,Cancer
508,"Esophageal squamous cell carcinoma, 133239 (3)","WWOX, FOR",605131,16q23.3-q24.1,Cancer
509,Estrogen resistance (3),"ESR1, ESR",133430,6q25.1,Endocrine
510,"Ethylmalonic encephalopathy, 602473 (3)","ETHE1, HSCO, D83198",608451,19q13.32,Metabolic
511,Ewing sarcoma (3),"EWSR1, EWS",133450,22q12,Cancer
512,Exertional myoglobinuria due to deficiency of LDH-A (3),"LDHA, LDH1",150000,11p15.4,Metabolic
514,"Exostoses, multiple, type 1, 133700 (3)",EXT1,608177,8q24.11-q24.13,Bone
514,"Exostoses, multiple, type 2, 133701 (3)",EXT2,608210,11p12-p11,Bone
515,"Exudative vitreoretinopathy, 133780 (3)","FZD4, EVR1",604579,11q14-q21,Ophthamological
515,"Exudative vitreoretinopathy, dominant, 133780 (3)","LRP5, BMND1, LRP7, LR3, OPPG,
VBCH2",603506,11q13.4,Ophthamological
515,"Exudative vitreoretinopathy, recessive, 601813 (3)","LRP5, BMND1, LRP7, LR3, OPPG,
VBCH2",603506,11q13.4,Ophthamological
515,"Exudative vitreoretinopathy, X-linked, 305390 (3)","NDP, ND",310600,Xp11.4,Ophthamological
516,"Eye anomalies, multiplex (3)","PAX6, AN2, MGDA",607108,11p13,Ophthamological
517,"Ezetimibe, nonresponse to (3)",NPC1L1,608010,7p13,Unclassified
518,Fabry disease (3),GLA,301500,Xq22,Metabolic
519,Facioscapulohumeral muscular dystrophy-1A (3),"FSHMD1A, FSHD1A",158900,4q35,Muscular
520,Factor H and factor H-like 1 (3),"HF1, CFH, HUS",134370,1q32,Hematological
520,"Factor V and factor VIII, combined deficiency of, 227300 (3)",MCFD2,607788,2p21-p16.3,Hematological
520,Factor VII deficiency (3),F7,227500,13q34,Hematological
520,Factor X deficiency (3),F10,227600,13q34,Hematological
520,"Factor XI deficiency, autosomal dominant (3)",F11,264900,4q35,Hematological
520,"Factor XI deficiency, autosomal recessive (3)",F11,264900,4q35,Hematological
520,Factor XII deficiency (3),"F12, HAF",234000,5q33-qter,Hematological
520,Factor XIIIA deficiency (3),"F13A1, F13A",134570,6p25-p24,Hematological
520,Factor XIIIB deficiency (3),F13B,134580,1q31-q32.1,Hematological
522,"Familial Mediterranean fever, 249100 (3)","MEFV, MEF, FMF",608107,16p13,Immunological
523,"Fanconi anemia, complementation group A, 227650 (3)","FANCA, FACA, FA1, FA, FAA",607139,16q24.3,multiple
523,"Fanconi anemia, complementation group B, 300514 (3)","FAAP95, FAAP90, FLJ34064, FANCB",300515,Xp22.31,multiple
523,"Fanconi anemia, complementation group C (3)","FANCC, FACC",227645,9q22.3,multiple
523,"Fanconi anemia, complementation group D1, 605724 (3)","BRCA2, FANCD1",600185,13q12.3,multiple
523,"Fanconi anemia, complementation group D2 (3)","FANCD2, FANCD, FACD, FAD",227646,3p25.3,multiple
523,"Fanconi anemia, complementation group E (3)","FANCE, FACE",600901,6p22-p21,multiple
523,"Fanconi anemia, complementation group F (3)",FANCF,603467,11p15,multiple
523,"Fanconi anemia, complementation group G (3)","XRCC9, FANCG",602956,9p13,multiple
523,"Fanconi anemia, complementation group J, 609054 (3)","BRIP1, BACH1, FANCJ",605882,17q22,multiple
523,"Fanconi anemia, complementation group L (3)","PHF9, FANCL",608111,2p16.1,multiple
523,"Fanconi anemia, complementation group M (3)","FANCM, KIAA1596",609644,14q21.3,multiple
524,"Fanconi-Bickel syndrome, 227810 (3)","SLC2A2, GLUT2",138160,3q26.1-q26.3,Metabolic
526,Farber lipogranulomatosis (3),"ASAH, AC",228000,8p22-p21.3,Metabolic
527,"Fatty liver, acute, of pregnancy (3)","HADHA, MTPA",600890,2p23,Metabolic
528,Favism (3),"G6PD, G6PD1",305900,Xq28,Metabolic
530,"Fechtner syndrome, 153640 (3)","MYH9, MHA, FTNS, DFNA17",160775,22q11.2,multiple
531,"Feingold syndrome, 164280 (3)","MYCN, NMYC, ODED, MODED",164840,2p24.1,multiple
532,"Fertile eunuch syndrome, 228300 (3)","GNRHR, LHRHR",138850,4q21.2,Endocrine
535,"Fibrocalculous pancreatic diabetes, susceptibility to (3)","SPINK1, PSTI, PCTT, TATI",167790,5q32,Gastrointestinal
537,"Fibromatosis, gingival, 135300 (3)","SOS1, GINGF, GF1, HGF",182530,2p22-p21,Connective tissue
537,"Fibromatosis, juvenile hyaline, 228600 (3)","ANTXR2, CMG2, JHF, ISH",608041,4q21,Connective tissue
538,"Fibrosis of extraocular muscles, congenital, 1, 135700 (3)","KIF21A, KIAA1708, FEOM1, CFEOM1",608283,12q12,Ophthamological
538,"Fibrosis of extraocular muscles, congenital, 2, 602078 (3)","PHOX2A, ARIX, CFEOM2",602753,11q13.3-q13.4,Ophthamological
539,"Fibular hypoplasia and complex brachydactyly, 228900 (3)","GDF5, CDMP1",601146,20q11.2,Skeletal
540,"Fish-eye disease, 136120 (3)",LCAT,606967,16q22.1,Metabolic
541,"Fish-odor syndrome, 602079 (3)",FMO3,136132,1q23-q25,Metabolic
542,Fitzgerald factor deficiency (3),KNG,228960,3q27,Hematological
544,"Fluorouracil toxicity, sensitivity to (3)","DPYD, DPD",274270,1p22,Metabolic
545,"Focal cortical dysplasia, Taylor balloon cell type, 607341 (3)","TSC1, LAM",605284,9q34,Developmental
546,"Follicle-stimulating hormone deficiency, isolated, 229070 (3)",FSHB,136530,11p13,Endocrine
547,Forebrain defects (3),TDGF1,187395,3p23-p21,Neurological
548,"Foveal hypoplasia, isolated, 136520 (3)","PAX6, AN2, MGDA",607108,11p13,Ophthamological
549,"Foveomacular dystrophy, adult-onset, with choroidal neovascularization, 608161 (3)","RDS, RP7, PRPH2, PRPH, AVMD,
AOFMD",179605,6p21.1-cen,Ophthamological
550,Fragile X syndrome (3),"FMR1, FRAXA",309550,Xq27.3,Neurological
551,"Fraser syndrome, 219000 (3)",FRAS1,607830,4q21,multiple
551,"Fraser syndrome, 219000 (3)",FREM2,608945,13q13.3,multiple
552,"Frasier syndrome, 136680 (3)",WT1,607102,11p13,multiple
553,"Friedreich ataxia, 229300 (3)","FRDA, FARR",606829,9q13,Neurological
553,"Friedreich ataxia with retained reflexes, 229300 (3)","FRDA, FARR",606829,9q13,Neurological
554,"Frontometaphyseal dysplasia, 304120 (3)","FLNA, FLN1, ABPX, NHBP, OPD1,
OPD2, FMD, MNS",300017,Xq28,Skeletal
555,Fructose-bisphosphatase deficiency (3),FBP1,229700,9q22.2-q22.3,Metabolic
556,Fructose intolerance (3),ALDOB,229600,9q22.3,Metabolic
557,Fructosuria (3),KHK,229800,2p23.3-p23.2,Metabolic
558,"Fuchs endothelial corneal dystrophy, 136800 (3)","COL8A2, FECD, PPCD2",120252,1p34.3-p32.3,Ophthamological
559,Fucosidosis (3),FUCA1,230000,1p34,Metabolic
560,Fucosyltransferase-6 deficiency (3),FUT6,136836,19p13.3,Metabolic
561,"Fumarase deficiency, 606812 (3)",FH,136850,1q42.1,Metabolic
562,"Fundus albipunctatus, 136880 (3)",RDH5,601617,12q13-q14,Ophthamological
562,"Fundus albipunctatus, 136880 (3)",RLBP1,180090,15q26,Ophthamological
562,"Fundus flavimaculatus, 248200 (3)","ABCA4, ABCR, STGD1, FFM, RP19",601691,1p21-p13,Ophthamological
563,G6PD deficiency (3),"G6PD, G6PD1",305900,Xq28,Metabolic
564,GABA-transaminase deficiency (3),"ABAT, GABAT",137150,16p13.3,Metabolic
565,"Galactokinase deficiency with cataracts, 230200 (3)",GALK1,604313,17q24,Metabolic
566,"Galactose epimerase deficiency, 230350 (3)",GALE,606953,1p36-p35,Metabolic
567,"Galactosemia, 230400 (3)",GALT,606999,9p13,Metabolic
568,Galactosialidosis (3),"PPGB, GSL, NGBE, GLB2, CTSA",256540,20q13.1,Metabolic
570,GAMT deficiency (3),GAMT,601240,19p13.3,Metabolic
571,Gardner syndrome (3),"APC, GS, FPC",175100,5q21-q22,Cancer
572,"Gastric cancer, 137215 (3)","APC, GS, FPC",175100,5q21-q22,Cancer
572,"Gastric cancer, 137215 (3)","IRF1, MAR",147575,5q31.1,Cancer
572,"Gastric cancer, familial diffuse, 137215 (3)","CDH1, UVO",192090,16q22.1,Cancer
572,"Gastric cancer risk after H. pylori infection, 137215 (3)",IL1B,147720,2q14,Cancer
572,"Gastric cancer risk after H. pylori infection, 137215 (3)",IL1RN,147679,2q14.2,Cancer
572,"Gastric cancer, somatic, 137215 (3)","CASP10, MCH4, ALPS2",601762,2q33-q34,Cancer
572,"Gastric cancer, somatic, 137215 (3)","ERBB2, NGL, NEU, HER2",164870,17q21.1,Cancer
572,"Gastric cancer, somatic, 137215 (3)","FGFR2, BEK, CFD1, JWS",176943,10q26,Cancer
572,"Gastric cancer, somatic, 137215 (3)","KLF6, COPEB, BCD1, ZF9",602053,10p15,Cancer
572,"Gastric cancer, somatic, 137215 (3)",MUTYH,604933,1p34.3-p32.1,Cancer
574,"Gastrointestinal stromal tumor, somatic, 606764 (3)","KIT, PBT",164920,4q12,Cancer
574,"Gastrointestinal stromal tumor, somatic, 606764 (3)",PDGFRA,173490,4q12,Cancer
575,"Gaucher disease, 230800 (3)",GBA,606463,1q21,Metabolic
575,"Gaucher disease, variant form (3)","PSAP, SAP1",176801,10q22.1,Metabolic
575,"Gaucher disease with cardiovascular calcification, 231005 (3)",GBA,606463,1q21,Metabolic
576,"Gaze palsy, horizontal, with progressive scoliosis, 607313 (3)","ROBO3, RBIG1, RIG1, HGPPS",608630,11q23-q25,Neurological
578,"Generalized epilepsy and paroxysmal dyskinesia, 609446 (3)","KCNMA1, SLO",600150,10q22.3,Neurological
578,"Generalized epilepsy with febrile seizures plus, 604233 (3)","SCN1B, GEFSP1",600235,19q13.1,Neurological
580,Germ cell tumor (3),BCL10,603517,1p22,Cancer
580,"Germ cell tumors, 273300 (3)","KIT, PBT",164920,4q12,Cancer
581,"Gerstmann-Straussler disease, 137440 (3)","PRNP, PRIP",176640,20pter-p12,Neurological
582,"Giant axonal neuropathy-1, 256850 (3)","GAN, GAN1",605379,16q24.1,Neurological
583,Giant-cell fibroblastoma (3),"PDGFB, SIS",190040,22q12.3-q13.1,Cancer
2584,"Giant cell hepatitis, neonatal, 231100 (3)",CYP7B1,603711,8q21.3,Gastrointestinal
584,"Giant platelet disorder, isolated (3)",GP1BB,138720,22q11.2,Hematological
586,"Gilbert syndrome, 143500 (3)","UGT1A1, UGT1, GNT1",191740,2q37,Metabolic
587,"Gitelman syndrome, 263800 (3)","SLC12A3, NCCT, TSC",600968,16q13,Renal
588,"Glanzmann thrombasthenia, type A, 273800 (3)","ITGA2B, GP2B, CD41B",607759,17q21.32,Hematological
588,"Glanzmann thrombasthenia, type B (3)","ITGB3, GP3A",173470,17q21.32,Hematological
589,"Glaucoma 1A, primary open angle, juvenile-onset, 137750 (3)","MYOC, TIGR, GLC1A, JOAG, GPOA",601652,1q24.3-q25.2,Ophthamological
589,"Glaucoma 1A, primary open angle, recessive (3)","MYOC, TIGR, GLC1A, JOAG, GPOA",601652,1q24.3-q25.2,Ophthamological
589,"Glaucoma 1E, primary open angle, adult-onset, 137760 (3)","OPTN, GLC1E, FIP2, HYPL, NRP",602432,10p15-p14,Ophthamological
589,"Glaucoma 3A, primary congenital, 231300 (3)","CYP1B1, GLC3A",601771,2p22-p21,Ophthamological
589,"Glaucoma, early-onset, digenic (3)","CYP1B1, GLC3A",601771,2p22-p21,Ophthamological
589,"Glaucoma, early-onset, digenic (3)","MYOC, TIGR, GLC1A, JOAG, GPOA",601652,1q24.3-q25.2,Ophthamological
589,"Glaucoma, normal tension, susceptibility to, 606657 (3)","OPA1, NTG, NPG",605290,3q28-q29,Ophthamological
589,"Glaucoma, normal tension, susceptibility to, 606657 (3)","OPTN, GLC1E, FIP2, HYPL, NRP",602432,10p15-p14,Ophthamological
589,"Glaucoma, primary open angle, adult-onset, 137760 (3)","CYP1B1, GLC3A",601771,2p22-p21,Ophthamological
589,"Glaucoma, primary open angle, juvenile-onset, 137750 (3)","CYP1B1, GLC3A",601771,2p22-p21,Ophthamological
590,"Glioblastoma, early-onset, 137800 (3)","MSH2, COCA1, FCC1, HNPCC1",609309,2p22-p21,Cancer
590,"Glioblastoma multiforme, somatic, 137800 (3)",DMBT1,601969,10q25.3-q26.1,Cancer
590,"Glioblastoma, somatic, 137800 (3)","ERBB2, NGL, NEU, HER2",164870,17q21.1,Cancer
590,"Glioblastoma, somatic, 137800 (3)","LGI1, EPT, ETL1",604619,10q24,Cancer
590,"Glioblastoma, susceptibility to, 137800 (3)","PPARG, PPARG1, PPARG2",601487,3p25,Cancer
594,"Glomerulocystic kidney disease, hypoplastic, 137920 (3)","TCF2, HNF2",189907,17cen-q21.3,Renal
596,"Glomerulosclerosis, focal segmental, 1, 603278 (3)","ACTN4, FSGS1, FSGS",604638,19q13,Renal
596,"Glomerulosclerosis, focal segmental, 2, 603965 (3)","TRPC6, TRP6, FSGS2",603652,11q21-q22,Renal
596,"Glomerulosclerosis, focal segmental, 3, 607832 (3)","CD2AP, CMS",604241,Chr.6,Renal
597,"Glomuvenous malformations, 138000 (3)","GLML, GVM, VMGLOM",601749,1p22-p21,Cardiovascular
598,"Glucocorticoid deficiency 2, 607398 (3)","MRAP, FALP, C21orf61",609196,21q22.1,Endocrine
598,"Glucocorticoid deficiency, due to ACTH unresponsiveness, 202200 (3)",MC2R,607397,18p11.2,Endocrine
599,"Glucose/galactose malabsorption, 606824 (3)","SLC5A1, SGLT1",182380,22q13.1,Metabolic
600,"Glucose transport defect, blood-brain barrier, 606777 (3)","SLC2A1, GLUT1",138140,1p35-p31.3,Metabolic
601,"Glucosidase I deficiency, 606056 (3)",GCS1,601336,2p13-p12,Metabolic
602,"Glutamate formiminotransferase deficiency, 229100 (3)",FTCD,606806,21q22.3,Metabolic
603,"Glutaricaciduria, type I, 231670 (3)",GCDH,608801,19p13.2,Metabolic
603,"Glutaricaciduria, type IIA, 231680 (3)","ETFA, GA2, MADD",608053,15q23-q25,Metabolic
603,"Glutaricaciduria, type IIB, 231680 (3)","ETFB, MADD",130410,19q13.3,Metabolic
603,"Glutaricaciduria, type IIC, 231680 (3)","ETFDH, MADD",231675,4q32-qter,Metabolic
604,"Glutathione synthetase deficiency, 266130 (3)","GSS, GSHS",601002,20q11.2,Metabolic
607,"Glycerol kinase deficiency, 307030 (3)",GK,300474,Xp21.3-p21.2,Metabolic
608,"Glycine encephalopathy, 605899 (3)","AMT, NKH, GCE",238310,3p21.2-p21.1,Metabolic
608,"Glycine encephalopathy, 605899 (3)","GCSH, NKH",238330,16q24,Metabolic
608,"Glycine encephalopathy, 605899 (3)","GLDC, HYGN1, GCSP, GCE, NKH",238300,9p22,Metabolic
608,"Glycine N-methyltransferase deficiency, 606664 (3)",GNMT,606628,6p12,Metabolic
609,"Glycogenosis, hepatic, autosomal (3)",PHKG2,172471,16p12.1-p11.2,Metabolic
609,"Glycogenosis, X-linked hepatic, type I (3)","PHKA2, PHK",306000,Xp22.2-p22.1,Metabolic
609,"Glycogenosis, X-linked hepatic, type II (3)","PHKA2, PHK",306000,Xp22.2-p22.1,Metabolic
610,Glycogen storage disease I (3),"G6PC, G6PT",232200,17q21,Metabolic
610,"Glycogen storage disease Ib, 232220 (3)",G6PT1,602671,11q23,Metabolic
610,"Glycogen storage disease Ic, 232240 (3)",G6PT1,602671,11q23,Metabolic
610,"Glycogen storage disease II, 232300 (3)",GAA,606800,17q25.2-q25.3,Metabolic
610,"Glycogen storage disease IIb, 300257 (3)","LAMP2, LAMPB",309060,Xq24,Metabolic
610,Glycogen storage disease IIIa (3),"AGL, GDE",232400,1p21,Metabolic
610,Glycogen storage disease IIIb (3),"AGL, GDE",232400,1p21,Metabolic
610,"Glycogen storage disease IV, 232500 (3)",GBE1,607839,3p12,Metabolic
610,"Glycogen storage disease, type 0, 240600 (3)",GYS2,138571,12p12.2,Metabolic
610,Glycogen storage disease VI (3),PYGL,232700,14q21-q22,Metabolic
610,Glycogen storage disease VII (3),PFKM,232800,12q13.3,Metabolic
614,GM1-gangliosidosis (3),GLB1,230500,3p21.33,Metabolic
614,"GM2-gangliosidosis, AB variant (3)",GM2A,272750,5q31.3-q33.1,Metabolic
614,"GM2-gangliosidosis, several forms, 272800 (3)","HEXA, TSD",606869,15q23-q24,Metabolic
615,"Gnthodiaphyseal dysplasia, 166260 (3)","TMEM16E, GDD1",608662,11p14.3,Bone
617,"Goiter, congenital (3)","TPO, TPX",606765,2p25,Endocrine
617,"Goiter, nonendemic, simple (3)","TG, AITD3",188450,8q24.2-q24.3,Endocrine
618,"Goldberg-Shprintzen megacolon syndrome, 609460 (3)",KIAA1279,609367,10q22.1,multiple
619,"Gonadal dysgenesis, 46XY, partial, with minifascicular neuropathy, 607080 (3)",DHH,605423,12q13.1,Endocrine
619,"Gonadal dysgenesis, XY type (3)","SRY, TDF",480000,Yp11.3,Endocrine
622,"GRACILE syndrome, 603358 (3)","BCS1L, FLNMS, GRACILE",603647,2q33,Metabolic
623,"Graft-versus-host disease, protection against (3)","IL10, CSIF",124092,1q31-q32,Immunological
624,"Graves disease, susceptibility to, 275000 (3)",CTLA4,123890,2q33,Endocrine
624,"Graves disease, susceptibility to, 3, 275000 (3)","GC, DBP",139200,4q12,Endocrine
625,"Greenberg dysplasia, 215140 (3)","LBR, PHA",600024,1q42.1,Skeletal
626,"Greig cephalopolysyndactyly syndrome, 175700 (3)","GLI3, PAPA, PAPB, ACLS",165240,7p13,Skeletal
627,"Griscelli syndrome, type 1, 214450 (3)","MYO5A, MYH12, GS1",160777,15q21,Dermatological
627,"Griscelli syndrome, type 2, 607624 (3)","RAB27A, RAM, GS2",603868,15q21,Dermatological
627,"Griscelli syndrome, type 3, 609227 (3)",MLPH,606526,2q37,Dermatological
628,Growth hormone deficient dwarfism (3),GHRHR,139191,7p15-p14,Endocrine
628,"Growth hormone insensitivity with immunodeficiency, 245590 (3)",STAT5B,604260,17q11.2,Endocrine
2628,"Growth retardation with deafness and mental retardation due to IGF1 deficiency,
608747 (3)",IGF1,147440,12q22-q24.1,Developmental
630,"Guttmacher syndrome, 176305 (3)","HOXA13, HOX1J",142959,7p15-p14.2,multiple
632,"Gyrate atrophy of choroid and retina with ornithinemia, B6 responsive or unresponsive
(3)",OAT,258870,10q26,Metabolic
633,"Hailey-Hailey disease, 169600 (3)","ATP2C1, BCPM, HHD",604384,3q21-q24,Dermatological
634,"Haim-Munk syndrome, 245010 (3)","CTSC, CPPI, PALS, PLS, HMS",602365,11q14.1-q14.3,multiple
638,"Hand-foot-uterus syndrome, 140000 (3)","HOXA13, HOX1J",142959,7p15-p14.2,multiple
639,Harderoporphyrinuria (3),CPO,121300,3q12,Metabolic
640,"HARP syndrome, 607236 (3)","PANK2, NBIA1, PKAN, HARP",606157,20p13-p12.3,Metabolic
641,"Hartnup disorder, 234500 (3)","SLC6A19, HND",608893,5p15,Metabolic
